Comment,Author,AuthorChannelId,LikeCount,Sentiment
"Bangunan bagus, cuma uang nya gak ada, jangan maksain, dampak nya bikin susah rakyat",@abdulrosyidsetiadi5107,UCNs87KEl1vGWlQDg9FhXFTA,0,positif
Kalo tidak pakai uang negara yg pakai pajak rakyat apa orang2 itu masih tinggal di IKN apa masih ada orang kerja3 coba stop uang dari negara apa kamu bisa ngomong,@SuryaPanda-t1p,UCLgvbSbl-KQjW4QqInX1IQg,0,positif
"Mana pembully jokowii muncullah
Gak melihat banyak peninggalan pak jokowi.sehat selalu pak jokowi",@HawaMarisinggah,UC_jut0ke2zELlCKC60a3Qew,0,positif
Alhamdulillah......ikn mangrak .,@SitiArfiah-z3z,UC9CSvCKR25tmpdAz-j6augA,0,negatif
Keren makasih mas.. Semoga suatu hari nanti bisa ke IKN.. salam dari Ambon,@lithapsmambon,UCkasMw9ARNI72FRuot2ZAsQ,0,negatif
"keren mas, terimakasih sangat mengedukasi. btw camera ne sampean niku nopo mas?",@wahdiniwahdini8650,UCsD2ookO8HPADrTlJjhLYwA,0,negatif
Ndase ktanya ikn mangkrak spa bilang GK seneng ya GK seneng jngn gtu dong,@muhamadmuslim6955,UCg_KrkLpPhLp-GhLqwTRCnA,0,negatif
Semoga nanti ada rejeki nya bisa berkunjung ke IKN.,@hendrik4h456,UCYhb7weXu_HwMRBrIU66puw,0,negatif
"Beda nu ulin jeung nu gawe mah,, 😂😂😂",@AhmadHasanah-sv1mm,UCi945GTMFu3V7Ql8ga4odHg,0,negatif
"terlihat sekali mangkrak belum ada perpindahan masif sebaiknya dihentikan pak prabowo berharap fokus ke pembangunan sumber daya manusia dulu , investor belum masuk",@mactri299,UC8owNQ6j1rc9b49Dhm96rKw,0,positif
Kepala Garuda mana di IKN 😂😂😂🤣,@MamiTuti-gg1ke,UCy6VM-8DR7eQLTIt0I4XdXg,0,netral
Yooo di tunggu klw memang tidk ngangkrak,@Malikdinar3,UCxeL3xUqCSkJf_a4yBgk0gw,0,positif
Kepo banget,@rosliaman-f1z,UCByx2w5rXBw_LCauQGR7j2Q,0,negatif
Cangkemmu cok...bangga banget...sadar ora itu anggara apbn bukan investor....,@sriyono414,UCMbhINsZBpA9tYiTugb9tnA,0,negatif
Malah fokus sibuk baca² comen😅😅😅,@febbyazkiyah,UCRcs90p189du0feQ4ovgp2w,0,positif
"Nah ngene to mas,dadi ketok ora di kiro mangkrak
Entuk tambahan duit seko koruptor ratutan triliun yo jelas iso berjalan pembangunan lan program makan gratis aminn",@borgolpersada6820,UCuO5D63U0o_NLURxrEV00uA,0,positif
"IKN iku perlu di terusno, tapi yo Ojo lali Karo wong cilik ijek akeh seng kaliren",@Balabah-lsrazan,UCNlqlH5CxT6TasA5tAul1xg,0,positif
Mantab karya anak bangsa.,@BungPomo,UC0FbeJpvrqtoNfpgRZwQqTQ,0,negatif
Itu strategi Korea yg sakit hati,@cahyobasuki9523,UCW7ED3mNA9iuaEtPKqmxvHw,0,positif
Untung yg kerja di hotel tu.. hahaaa semalam 35jt😃😇🙏,@sanjakasep2431,UCyDQA77fzYNAAfjZu5zW4hA,0,negatif
Yawdah pak Prabowo cepetan pindah kesana bg,@FahriAnto-dl9uv,UCF-sk7zV2qYZhrsiyQ8-2Eg,0,positif
Tinggal lah di situ brapa triliun  yang hebat itu,@HaikulHak,UCjNR2_eUh4pkgxk2DxrUUSQ,0,negatif
Uang rakyat dihabiskan pejabat ke IKN,@irulzurich,UCnRguuzOm9Mj13qT-0bLagA,0,netral
"Rakyat tidak bisa menikmati kemewahan...IKN diperuntukkan pejabat, rakyat cuma nyumbang donasi...",@irulzurich,UCnRguuzOm9Mj13qT-0bLagA,0,positif
Uang rakyat pejabat yg menikmati...miris,@irulzurich,UCnRguuzOm9Mj13qT-0bLagA,0,positif
tim soto pake kecaopp😂😂😂😂,@niamomo1077,UCZ9pAwvNmpC_xfRgrKEv5Kg,0,negatif
"Bosomu kok medhok banget, rek. Asli Surabayakah? Salam.",@matahati4743,UCNNa3yHBULfgd0mDgicN2eQ,0,positif
"Ngomong apa sampean,pikirin tuh karyawan yg di PHK ,kasihan mau lebaran.",@mujeniamsir150,UCNQdWrC0KEsht_YQq7P4zVg,0,positif
79 cm😭😭,@frdhnt,UCECXnHjr1inHNZgPGBYP5xQ,0,negatif
"*_matur nuwun wes di jak review ke ikn,hotel Swiss nusantara.gak perlu kesana, cukup nonton video ini sampai habis.mantap om_*",@gocigo,UCobVkpj4WZDCH4Def8QiVUw,0,negatif
"TAR IKN AKAN JADI MONUMEN IBUKOTA POLITIK.
ATO JADI TEMPAT WISATA KAUM SULTAN .salam akal sehat dari Bumi BORNEO 🙏",@petruk247,UCoZDBYXSL-CMcs_g1vm0Ong,0,positif
Makasih Bang Infonya Aku memang bukan Orang Kalimantan Tapi Aku seneng Lo 😊,@Reka-Wardana-v1t,UCqTYcDGQYjhMO37_Zr6ptsQ,0,negatif
"Bang dibayar berapa untuk reviewnya.. kalau benar tidak dibayar berarti bang kekurangan informasi tentang ikn, seharusnya mengupdate perkembangan politik dan situasi negara ini, supaya tahu sungguh bobroknya negara ini, salah satunya disebabkan oleh ikn😊",@yalakm_MAYA,UCSOYm6q-bcV--cBzVnXcCfw,0,positif
keren 🤗🤗🤗,@editorkupang1639,UCwYL4JZKlTf91SjA-_JGjnQ,0,negatif
Kereen pengen ke Sono tapi jauh rumahku di jateng😢,@RoisRowisendi,UC3-UNuEvLfjw_SF42kkVnHQ,1,negatif
Proyek memaksakan..!! coba anggaran  nya di tendang ke pendidikan  kesehatan lapangan pekerjaan  di mudah kan baru Saya salut sma jokowi  saya doain jokowi  masuk surga!!,@RahmatJos-n8l,UCu1FyuErqL3GV77xqGr5_jA,0,negatif
melok ko,@uhuyyyy222,UCL5DDlNu1i66z5ZBVbqXqvA,0,positif
Saya asli orang kalimantan tengah...saya bukan main lgi di IKN tp kerza dsna😅😅😅,@elsarahmawati3029,UCMPrJ3C51a8vzfBmnZ_lNsA,0,netral
"Ora bangga 
Hanya mementingkan oligarki 
Tidak mementingkan rakyatnya yang lagi pailit",@RahmatBasri-y3t,UCeY39gdwZZExdlWcYOGY-7w,0,positif
😂😂😂 gak kehidupan...,@YUDSmsung,UCiViuYg5ccXEuso6vPsYcNA,0,positif
IKN ? Saat ini ngak ada mamfaatnya bagi rakyat. Yg untung hanya sebagian org saja dr proyek iini.,@hhamzah-n4l,UCLKZiSnaKrvsDxmFiDOCREQ,0,positif
Ikn kebangaan org kalimantan ..entah org sono😁 yg slalu bilang mangkrak,@masniah7321,UCcmCQgjELLsFO0dLp8JL-gA,0,positif
buaya mana buaya kata bang roky,@intanpermata4186,UC-hsFaCTTVMsDqjd78FXeJg,0,positif
"Sbgai influenser - Sampean kebagian Tender.. ato ada keuntungan apa Mas.. 
Brti Anggaran APBN Masih mengalir kah..?",@suwondowahid8407,UCl_-MCKZ6aZNVR-j8_OWwEw,0,positif
Ok sy SBG rakyat lkut senang,@TriKtg,UCafcBhrwXBZmepbUA_STGlQ,0,negatif
😂😂😂😂😂😂,@purqon1689,UC1ALG9phIdXYJUuOdtifUqA,0,negatif
Ngacoo  lu,@Silwanus-hk4df,UC6BRuEplc50qaVHWwROQ5cw,0,positif
jawa penjajah,@hantukuyang9466,UCyZHBvkNtPJaW-1E11t63fg,0,positif
Klihatan banget klo influencer nya 😂😂😂😂,@lobaloba330,UCI9BXIQ5VUP-1cHK51LK74g,0,negatif
IKN yahh mana suaramu,@hutamonudjo5365,UCEjCDaRofog1PL-Tu0lRAeg,0,positif
Klo nginep ya takut.  Sepi.,@irenesulistyo4286,UCwzvQaxu3SmHky9vNc4T8eA,0,positif
Istimewa buat pengikutnya,@alfathlux2215,UCR8g3hMksmaU3vEbnGNugMw,0,negatif
"Maaf kenapa mas dari Surabaya,kok gak bawa Amin Rais,Roky Gerung dan refly Harun,ke ikn",@agung331,UCSr423yKW2fl83KRm4lHSnw,0,positif
"Gpp yg blg ikn mangkrak biarin dgn pendirian nya, waktu juga lah yg akan menjawab kebenaran nya, sy sebagai warga indonesia meski jauh dari IKN sy selalu ber doa agar kiranya ikn ber jaya, 1,5 thn yg lalu masih hutan belantara, tapi saat ini dah jadi kota yg sgt megah, tak ada kabel ber seliweran di angkasa, tapi listri jika malam ber sinar menakjub kan, ini bener""kota modern yg baru ada di Indonesi, kita sebagai warga indonesia dah seharus nya merasa bangga, bkn nya mencemoh karya bangsa sendiri.",@JamHuri-b2r,UCzf5jaAiQxub0ERmOARuyEw,0,negatif
"Wawwww gilaaa IKN LUAR BIASA  HEBAT"" IS THE BESS  ❤❤❤❤❤❤❤❤❤ JOKOWI👍👍👍👍👍",@ninings2143,UCr9nFrRlhf_KUtK5G6ZK3LA,0,negatif
"Yg blng mangkak itu orang"" yg g suka  dg pk JOKOWI PRESIDEN K 7  MANUSIA "" MUNAFIK ITU",@ninings2143,UCr9nFrRlhf_KUtK5G6ZK3LA,0,positif
Ngomong apa kau ngk ngerti...,@Ersan-k5k,UCQL7uthzNo3mok8E7AL6mDw,0,positif
Tetap semangat sehat,@tinimohari9314,UCb9-AhPnlWFdPIA0XwW0XeA,0,negatif
Mana stesen PERTAMINA?,@FuadYahya-c6n,UCBVoioVpqKRbUS5pqwdtuKA,1,positif
Yg bodoh itu adalah yg ngomong doang dgn mengabaikan fakta,@JonaNus-j1k,UCJv7vHm929HcH4xOmfKH2uA,0,positif
Lihat aja entar bakal jadi gak?,@AnuggrahPranazhar,UC0v1oVZqcaGzQCnPDCLDPzg,0,positif
"Itu kan sepi ,,,seharus nyo Sagat mamei  pekjanya",@TamrinTamrin-yq5lg,UCLgfxL4u2bOXaY2xsfWE3og,0,positif
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍IKN,@Nurulfansbassmalah,UCs4DqFUnkgmZ-R5lAoAEPxw,0,negatif
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤IKN,@Nurulfansbassmalah,UCs4DqFUnkgmZ-R5lAoAEPxw,0,negatif
Ikn ok urs mantab bagus cantik,@Nurulfansbassmalah,UCs4DqFUnkgmZ-R5lAoAEPxw,0,negatif
Yg mangkrak tu amin rais ds rf rg as dll,@Nurulfansbassmalah,UCs4DqFUnkgmZ-R5lAoAEPxw,0,netral
Satpam pekok gabisa bilang R,@YudiekoSusilo,UCyq4pB3IYyLahNioHsOIn8Q,0,positif
Gara2 IKN Zinilah hancur Negara.RI ini bukan DUSUN Pak jadi habiskan uang negara buat IKN apa gunanya.,@JunaidiSyahman,UCEwkq4Tcdf_QIRC95EN_IEQ,0,positif
Sepi bang.. pekerja nya bisa di hitung pakai jari buat pembangunan sebesar itu,@carelputrasembodo9599,UC36hQvWEZVkrCzIIj6sjUfw,25,positif
"Yg belum di bayar gajinya itu tanya sama yg pemborong nya ,nnt yg di salah kn pk jokowi ok sabar ya yg kerja ikhlas insya allah rezkinya melimpah Aamiin yra",@Afz_Lera-311,UC6UvFdTs4s6zXGlNDaftRKg,0,negatif
Kalau memang sudah baik....sempurna .Ketata dengan baik kenapa para petinggi di Negeri ini tidak pindah itu harus di pertanyakan ada apa sebenarnya..... Karena pembangunan ikn dulu sebelum Jokowi lendet dia berjanji akan berkantor di sana....adaapa sebenarnya....,@cakraproduction7372,UCjm16t_fdcted4szDm_47og,0,positif
Mentri2 nya suruh tinggal di IKN... Biar percaya rakyat nya... Ayo mulai pindah... Ada Yg mau?,@ZulkarnainKoto68,UCd_cRCEWwS4afAltuAveR2w,0,positif
Bukan kehendak kami mau ikn jadi ibu kota tapi ke inginan dari pusat ikn hanya sebagai kantor bukan pindah kota paham semua nya,@Citraintri,UCHyDutigHgSe0ORwRDmlRGw,0,positif
Angaran ancur ini segala naik harga ternak ternak,@GalangAlexi-k7s,UCbpCcjOvbDQXz7_90BFJo8A,0,positif
Ngoceh.mu enggak jelas,@Abdulmanapabdulmanap-z3r,UCBaPEK00WIzyfy4H7sbzbug,0,positif
Aku gak hanya fokus sama cantiknya bangunannya tapi aku fokusnya ke awan di langitnya indah2 banget bentuk awannya cerah banget👌👌❤❤😊,@FarizaAriani,UC-vow5Kvc3xI0VhcIXirNMQ,0,negatif
KEAT KEAT MATA LOE LEBAR.,@wahyusiswadi4667,UCSCdUhgJm3MmfAcDB7ebahg,0,negatif
Siapa bilang IKN.mangkrak nyatanya masih banyak.yg kerja,@VivoSmart-e3j,UCkdBQdfO6KZU_GnAFPp4e2w,0,positif
Cak tapuken cangkeme sing ngomong mangkrak.....,@rakochanel370,UCK8P95lIa44qO86QpAjPZzg,0,positif
"keren IKN ku, maju terus, para pembenci Jokowi jgn di ajak ke IKN ya,🤣🤣🤣🤣",@theresiabayeya6357,UC-WG5YTJtd1ZXHidUc8xDYg,0,negatif
Dri banten g prlu kunjung di ikn.buat rumah kuntil aj,@TigaputriTigacucu,UCEjbooekzH_dmgS3LzVVF5Q,0,netral
Nah lohh... Kenyataannya beda dgn info dari kelompok sebelah yg sakit hati.  Yg rewel.. Yg suka fitnah2...tambah malu aja ya kelompok sebelah  ..semakin rendah  derajatnya.... Semakin ngawur..,@AdeSudrajat-eb3zs,UCKtKorPpG-LELKh2IluSfbQ,0,positif
Pemerintah sgj tdk koar2 pdhal pembangunan jln terusm,@JohnKenedy-nn3hz,UCBSPBwHJq6fsWNLCuKe8scQ,0,netral
Kampret,@pakwin7113,UCHtsJytgSA6Hy3tCqNyf9cw,0,positif
Keren juga IKN ya. Tapi seperti kota sepi. Apa ini akan menjadi kota maju kedepannya apa gmn y?,@ReQu_FM,UCNF71wfEWvDXpJ5h9Dh3lqA,0,positif
"hahahaha masa sih IKN  kecil sekali ya , kayaknya  kok lebih luas  PIK 2   , ..kita rakyat hanya bisa melihat saja , ambisi yg terlalu di paksakan disaat indonesia masih banyak hutangnya, kalau uangnya utk bayar hutang, aman dah negara ini, smoga informasi mas andi berguna bagi yg berkepentingan dengan IKN.",@lilikkatim2053,UCeq-QxrAKkIWTv2cgD512Ew,0,positif
😂😂HOAX,@farmanrosidi586,UCIyrNA1dv6xAGkMwKsjwBTg,0,positif
😏,@algozaliary6942,UCYNs5wypjR6dXg3oNvxhfuw,0,negatif
Keren bagus banget ikn,@Ragiljaya76,UCcj_NVlvuKCgUskYuCZ2_fQ,0,negatif
Emg gk mangkrak.tp turunya uang susah.sering gajinya telat.kita aja ngerjaaiin gedung oikn.klo gk rame demo gk bakal keluar orangnya,@ToniCakra-r1r,UCEN1iA3B6kqt_2ccwjV77HQ,0,positif
BuzeRP....BuzeRP....BuzeRP,@Erridzfa40,UCLBo28p6P-jwkEiOJrOQpqA,0,negatif
Hadeeeh bazeeeer bazeeer,@Rusmiyati-bp9tw,UCstjAQNna6qAc59nAxjifhg,0,negatif
ISTANA KELELAWAR BRO ... 🤣🤣🤣,@bintangjayaprima6863,UClyg0_aP8MCZeDCXxMamejA,0,negatif
"Kasihan hakhak masyarakat menengah kebawah yg mana dana tuk pembangunan & semua fasilitas di IKN ada uang/hak rakyat kecil disitu
Mau brp sekian rupiah lg yg akan dipertanggung jwbkan oleh para kaum penguasa 😂 ingat akan ada yaumul mizan dihari akhir nanti wahai para pemimpin, tolong amanah yg bnr-bnr amanah dlm menjlnkn tugas kalian para ASN",@Maulwardan,UCbgdcvvadvuTtvennEIasJg,0,positif
Yg benci    iya benci biarin aja... NAnti. Kan    leleh sendiri,@tinmartin-zc3xc,UCcteqsY3AKr3oxBlQEoDzhA,0,positif
Bawak aja sanak kluarga mupindah kesanaikn muproyek jokower,@OppoA1K-b2n,UCYMa0mnlpQtceMFicc9Xe1g,0,negatif
loh orang saya yg kerja di ikn kok di bilang mangkrak wkwk,@tellecinates6819,UCSfygBJmVQVG_gQc-TUpKlQ,0,positif
mobilnya pake bensin Pertamax😅,@hisyamhisyam7563,UC6QtOm2a6TKVBe1i1fAsCrw,0,netral
Mantab IKN♥,@NelsonPakpahan-er4nh,UCDHUV78mmvFuDvnkxdaxtsg,0,negatif
"Mau mereka ibukota tetap di Jawa biar hidup senang,hari hari demo  biar dapat mkn.",@martinrobong6204,UCo6YRS-Uun9jJceJPLkl-BA,0,positif
Pembangunan tetap berjalan akan tetapi ibukota tdk perlu pindah karena d IKN jg banjir😊,@smartchannel7843,UC1a_fDbA6QreebqiIwCExXA,0,netral
"Mendingan buat bangun PIK
Paling nggak bisa berguna banyak orang bisa ikut menikmati suasananya",@user-vr8ql,UChmnuQ-SuHB8mQzLjhxXjsw,0,positif
"Kok dibilang mangkrak???IKN sudah menjadi ibu kota NKRI, status jakarta sekarang sudah menjadi DKJ, lanjutkan IKN mantap 💪💪💪👍👍👍",@h.t.mahpudi1459,UCAIhW1rWp57Doq3IUTdAvZA,1,negatif
Nanann...,@PartaParta-vu6di,UCg_j39Ktv-bXP-H0qkXOQew,0,negatif
"Banyak omong… 
Masyakat nggk bodoh2 amat.",@irianton4729,UCQxz_GCUiYHZt_DUkAJ7q1w,0,positif
Kok ga ada warteg / warung kopi kecil gtu mas? Ga biasa makan minum ditempat sperti itu. Terlalu mewah buat aku,@adipradewa,UC7nabEl0wUNBEi7aOQZUh1g,0,positif
Kya nya Bpak Security ini org Banjar 😄,@ZubaiAufar,UCg4U2O9iTcUMdy3fVZpZnXA,0,positif
"Pasti ngk ramai,,karna jauh dari jangkauan,,klu untuk orang yg berduit y pasti lh sampai",@MPendi-n9d8b,UC4MV5O2FB2fcKrp8uRwKKSw,0,positif
"y mangkrak,, kl buzer kan usaha hhhhhhhhhhh",@muhammadpajar2299,UCMoJ1tB2Rc_gFULEq9A0JIQ,0,positif
"Ini sisaan doang, abis itu ya mangkrak, mungkin sisa bbrp bulan doang yg sudah dibayar kmrn2... Tunggu tanggal mainnya",@muhammadbanyuhernuseputro7237,UC4_WvDYyyevq52anvO3yv6Q,0,positif
September 2024 baru ke IKN... Trus sekarang lihat vlog ini Februari 2025.. ya banyak banget progres pembangunannya... Mangkrak darimananya... Yang belum kesana bisa aja nyimpulin sendiri lawong ga lihat langsung... Iyain aja percuma debat sama orang yg belum lihat secara langsung.,@aisyahmamihui3440,UClAm7PcUYNWdlL2DoMGolsw,0,positif
Lah g mmpir nang omah ku ko 😂,@luhursetyo6556,UC8hXFJu_3P0sKVEhQg1KIqQ,0,positif
"Menurut sy, Swiss Hotel itu tidak akan bertahan lama juga semua bisnes yg ada di sana. Kita tunggu & lihat apakah benar tekaan sy 😂😂  jika begitu IKN nya semua pembisnes akan cabut lari 😂😂😂 RUGI....😂😂😂",@yaznoor6627,UC9Ju4sI5zkcBJU4fqXsP2Kg,0,positif
Dibayar piro sampean cak?,@luqmanzahra6706,UCgJmbfkB3IaHyGraCx-H6zg,0,netral
Lagian ngapain lu percya omongan orng. Gw yg tinggal di sini dan punya teman yg kerja di proyek ikn masih anteng aja. Itu cuman mulut anak abah,@redyyaya9470,UCvGn7o6cQ1GnMnkxVxg5qrg,0,positif
Kalau jd pindah ikn gedung di jkt yg mangkrak,@ilmanaaf8952,UCFYYpVzQHXR6hYgIiTzJDxw,0,netral
Mantap benar  luar biasa   kenangan  pa  presiden  jokowi,@nursiah1043,UCV1Bv_a3kvEh3wOpncCmnhw,0,negatif
"Wao hebat, pak Jokowi Brafo.",@srisuryani5908,UCFWRu9QMFLuKh3JzCG34dXA,0,negatif
"Wah keren ini yak. Salah berarti orang2 selama ini. Ternyata pembangunan jalan terus. Simbol Nusantara akan terbentuk. 

komentku adalah tujuan kontent di buat 😂",@propertiku2718,UCL91sh3tiYXzBHKA-8k0jzw,0,negatif
Kemungkinan tidak lancar...sebab banyak yg kerja disana gajinya sering terlambat,@imamsuprantiyo9794,UCLuNcBCYVh1tMC6gtJ4Xozg,0,positif
"Mas kebanyakan masyarakat menolak indonesia maju bro, IKN aja dibilang gak guna🥲🤌. Miris bet lah mending lu tinggal di hutan aja gausah keluar kota. Pantesan kita dihina kera dari orang barat🦶🦶",@lanafiaasaadu2238,UCpgv2JilOrQWxhfePfL9VYQ,0,positif
Jiwa anak banteng dn anak abah makin meronta2 ni liat vidio😂😂😂😂,@yermiatodinggayang1125,UCUtNp1OeQhMNgoc_FR0fElg,0,positif
Namanya mangkrak itu lum ad penghuninya😂,@agussurawan5819,UC5o5U1ZH338NHXZ9l9g2UTw,0,positif
"Memang sepi kalo dari videonya,dan memang mangkrak ga ada pekerja proyek nya mulai awal video tadi,",@ramadlans6500,UCHEhXuhOMbZzhEQ0_u1MKlw,0,positif
8.12 😂😂 35 jt buat 1 minggu tapi buat 1 malam,@dafibfdi11,UCoxTX0_9JCueBMSenlcV9HA,0,positif
Klo skrng memang masih ada yg kerja sampe abis lebaran baru pada bubar.yg di maksud mangkrak ya nanti liat setelah lebaran apakah benar atau tidak issue nya,@dafibfdi11,UCoxTX0_9JCueBMSenlcV9HA,0,positif
Koh andy sudah terinfeksi sama dokter tirta 😂😂 password nya MAKAN SOTO JANGAN PAKAI KECAP 😂😂..koh andy SALAM BUAT MAMA ELLY YA❤❤sehat s lalu lancar rezekinya اللَّهُمَّ صَلِّ عَلَى سَيِّدِنَا مُحَمَّدٍ وَعَلَى آلِ سَيِّدِنَا مُحَمَّدٍ,@ulfakaratehk3004,UCfbEjd7fjG8i24rYtP0-T7Q,0,negatif
IKN Adalah Simbol Kemajuan Indonesia,@risaltutorial8391,UCPJky0yBfewLRYYk4G0R5DA,0,netral
Mantap abang agar masy tahu bahawa IKN tetap di kerjakan,@KamiKami-v6m,UCJTfR7QX9UMh1s-P7UHb8wA,0,negatif
Ko sepi banget kaya apa ya itu😅,@wanharnurfalah,UC9_gi__j3gFhtxUoNnvBC1w,0,positif
Setelah melihat,@evarahmadani88,UChgYrC5iGR4vzy06F7KS6dQ,0,negatif
Gersang sekali dan sudah membabad paru paru dunia 1/3 hutan kalimantan dan sudah makan tumbal aneka hewan dn jenis tanaman musnah...sayang sekali klu sampai mangkrak begitu,@vitalova8940,UCiS5AoHjzV1Sd9sEDTDEZdA,0,positif
Buzzer,@JokoBodo-o7l,UCpRuURD7njlMQ_JA95d5WRw,0,positif
Mungkin karena hari Minggu ... Gak ada yang bekerja... Yakan GAESSS,@Afa06-yh3xp,UCaWE91Jn3WtIBSUkPMk7oOw,0,positif
Sdh enak jkrta jdi ibu kota knpa di alih kn ke ikn klimntan Utara GK masuk di akal siapa yg bikin i.de  pusing ag mikir x,@GstYanor,UCbcU-SnhcAv8sl2rGYTVq1g,0,positif
Kaltim hadir bang,@Bang_tiyan26,UCkbq2QLzgwUnfAjgisJLjWw,0,negatif
Maksud kecap manis apa,@sabrina-fw5fb,UCIf9P8Nuaw2N78eyRnjAk3A,0,positif
Tanah sumatra begitu luas nya.mngapa ikn di buat di kalimantan tempat jin buang anak sungguh terlalu....,@Yusyunus-j3v,UCMRLBSZF8cch19XlP21MBTw,0,positif
"*Yang memfitnah IKN karena sebenarnya mereka juga ngincer properti di sana, jadi supaya saingan berkurang 😂*",@buenasnoticias9093,UCm2y9tSVh32Y4iqDDAOpfqA,0,positif
"Yg bilang mangkrak itu biasanya, org yg tidak dapat melakukan/ kesempatan korupsi, wkwkwkw",@gameberakhir826,UCYaz6ssQiXbe_NlBGLr9q1Q,0,positif
"Beberapa hari Yang Lalu saya ke IKN , kebetulan menginap di swissotel, yang letaknya didalam IKN. pagi2 Dapat pinjam sepeda gratis untuk keliling IKN, jam 7 masih Sepi, sangat beruntung Karena belum panas dan cerah,Tapi memang semua proyek masih berantakan dan katanya pekerja sudah dikurangi banyak. Hotelnya pun sepi, pas waktu sarapan hanya tim kami 6 orang yang makan. Semoga IKN lekas selesai, dan orang parlemen pindah semua…😊😊😊😊 notes itu yang pakai baju merah di depan hotel orang Kalasan Jogja. Dan ceff nya orang magelang. Sempat kenalan sih ternyata tetangga se daerah.😂😂😂",@herrysbinar2237,UCWRjAinwzeZWGAPgEFmxa3Q,15,negatif
Bang Andi ga stadion Nusantara bang,@YogiePoetranto-j9s,UC96phMWGFucrjGZ-gT4RKCQ,0,negatif
Proyek mangkrak Mulyono menyengsarakan rakyat Indonesia anjay 😅,@Mamapapa-Kids,UCBMfT0peW6O17VycmcBxpsw,0,positif
Hotel nya Kok sepi ngak ada pengujung pasti bengkurap nanti nya .,@mohamdbinarsadarsad1362,UCVXHP4mgESFfX18-qcmh7bw,0,positif
Tolong satpam bahasa banjar nya jgn mencolok 😂😂,@gembel_jalan,UChjckAmIITPAlQmCEWFXodQ,0,positif
Bangun IKN tapi rakyat sengsara...itukan bisnis  penguasa..yg senang juga pejabat😢😢😢,@Zulkarnaini72,UCkcC5WESLJFNzy2mwfyyELA,0,positif
"Banggalah jadi rakyat Indonesia,walau bagaimanapun semoga ibukota baru segera jdi",@trepeace5557,UCkbpLHZVE1GVGUWMAZLm-zA,0,negatif
"Pasti pendukung baterai 16% dan anak-anak buah ABAH yg terus bilang, pembagunan mangkrak 😂😂. Dan sdh terbukti pembangunan ikn dan infrastruktur lainnya di masa ke pemimpinan pak Jokowi ❤❤❤",@melianilaisand7673,UCRgQ3lRpI9VhLMTlFNTpiQA,0,negatif
Mantap mas koki beri paham orang yg sakit hati,@idriseka7425,UCIB6mOkcPygPNFi4qA1iSzw,1,negatif
sy orang balikpapan cinta IKN  ❤,@LinaLina-qh9kb,UCDludkT1ukhjEtEOz5x2kKg,1,negatif
"Ntar kalau IKN jadi, semua para pembenci juga bakal nyari kerja disana😂 manusia munafik gak usah diurusin. Mereka miskin karena ada sebabnya😂 Mereka gak sadar telah diazab😂",@Mr.dojiii,UC_UNkyIOvXxDRNJkLtH1WeA,0,positif
Mmpir asn 4 gk bos,@julikristianto6306,UChKnPa3C_mdUt0TJJLmnrAQ,0,netral
Rumah warga dmna bg??,@SriulinaTarigan-o7i,UCJRG2ydHbRsKQ3-agEmaxXA,0,positif
35 juta satu malam😢😢,@diditsaputrotrim4456,UC0uHdJw-QKZto6uERscCuiQ,0,positif
❤❤❤,@allkisah-r2g,UCzdWrf3Eh8ygAp0OVK_PpSg,0,negatif
Pendduknya mna ky jakarta gk,@CuanLong-ck4fj,UCEYZuxR7nDFJmMQ8MVuXDoQ,0,netral
proyek omon2 ini terus ga ada yg berani ngomongin money laundry nya lagi hebat saya bangga di Indonesia ini yg kaya makin kaya yg miskin makin miskin!!!,@AndreJohannes-t8g,UCCbdUP3f0FXW_VDvZW24sHw,0,negatif
Mana boleh mangkrak jika ianya proyek raksasa sesebuah kerajaan.. Pemerintah akan cari jalan agar bisa berjaya.. Maju terus Indonesia..,@HeshHeshAiy,UCHNW1AUTt7F1gsfkE-WSoGw,0,negatif
Norak banget Lo bg..,@mafiaroksokan.298,UC0n-g3I2b2NT8N4TAWYIUkA,0,positif
"Klau gk mngkrak kak, knapa bnyak yg di phk,, tempat kerja suami saya, bnyak yg di pulangkan",@galuhparwati1226,UCpJvXzntetjmAZ-eAW4b0VA,0,positif
emang sudah bisa masuk ke IKN ?? mohon jawab ya min,@pernahtampan7455,UCS1X9WzlKF0XtxK9fjQ91XQ,0,netral
Bapaknya cadel r kasian 😅😅,@feresemerde9754,UC3RwROr-dtnOt4dUPtpj0wQ,0,positif
"Pembangunan dari hasil hutang ribawi rezim paling korup menurut peneliti independen,,,,,,tinggal nunggu waktu kehancuran nya cepat atau lambat dunia sementara,,,,,,",@teguhsuiman7792,UC7wupv_ANlir8RHXguz6qOQ,0,positif
"Salam dari Malaysia.
Logik nya pelaburan sebesar ini tidak akan dibiarkan rugi. Projek ini pasti akan berjaya. Tahniah.",@shamsudin5031,UC0W8OEBTnITZ2YzPz3K3G9A,117,negatif
"Ko, ada orang jual soto g disana",@soehadie8174,UCKhDwOk1XOJ1ZoIo-63-WFA,0,negatif
