Comment,Author,AuthorChannelId,LikeCount
Tetap aja tidak seperti jakarta ditengah hutannn,@jambu3495,UCsDmIrrFMD4kcZ8oGNkZ3eA,0
"Itu proyek paksaan, proyek yg tdk di ridhoi oleh semua rakyat, IbuKota Indonesia smp kpnpun ttp jakarta",@anurnur3017,UCVI1lxe7UOLADvEUNans2Ng,0
Mana pendukung roky gerung  aku mau tau....,@FauzanOzan-k1b,UCMqrILuA1Li3XAdTjEg2euw,0
Pasukan amfibi pada nongol😂,@edypermana8873,UClABarJAeWFziXL7tyuI9lA,0
Kasih aja ma cina biar ada negara dlm negara,@MasBidayat,UC3e9ahju0bhtwHr3lf4T-2Q,0
"Heran sama komentar yang selalu membenci kemajuan Indonesia, kalian harusnya mendukung jangan pesimis, gimana mau jadi negara seperti china kalau masyarakatnya pesimis",@priyanbarber2145,UCj18sx8SG2fmHmsLT-Z8x7w,0
"Indonesia masih banyak sekolahan mau roboh, pendidikan minim, pengangguran banyak, gembel meningkat, maling merajalela, keriminal terus bertambah, kok bisa2nya mebanggakan IKN yang gak penting,",@yasirakustik3463,UCQwtlV60W3tJ3XRghMmIfzw,0
boleh indonesia banyak kemajuan pembangunan...tapi nasib rakyat juga harus di perhatikan... masalah nya rakyat indonesaia kasus kemiskinan tidak akan pernah terselesaikan...di karnakan cipta lapangan pekerjaan tuh kurang...banyak rakyat menggeluh dari segi ekonomi...karna banyak pengganguran terutama yang sudah berkeluarga...tolong perbaiki pemerintah sekarang dan kedepannya...Jangan banyak koruptor,@GASWIRGASWIR,UCxHp8-9RN0TEBDCMWFIut5w,0
Yang bilang mangkrak suruh main biar matanya ngeliat sendiri,@Hary_2409,UC1n_k_qdwpIdyx245fgvqpQ,0
IKN ibukota Raja Jawa,@asihtugimin6480,UCQioCIkySPwsY-lcC3USwiw,0
Sangat menghargai...hanya saja masih banyak prioritas yg lebih penting....terutama tentang kesehteraan seluruh rakyat Indonesia...karena masih banyak rakyat miskin🤭,@aarahul3164,UCUOsRgYafPsIflTEb66oVuQ,0
Selamat tinggal orang2 pesimis yg hanya bisa nyinyir. Bangga banget sama pembangunan IKN. Luar biasa!!!,@yohanes88200,UCDNCwQSLvnDpVpDTHiJaZkA,0
"Buzzer, coba di cek dong kondisi terikini banyak dari kami yg dipulangkan karna pemerintah ga sanggup bayar.",@JuanAlbert-m2e,UCDhpqCk9e3JooRxoL1htXCw,0
"Bang kapan naik Ring MMA  lagi , lawan Theodarus Ginting .",@tafaoficial853,UC55vmxBcbq2J_2xKX4JvlCA,0
Sekarang IKN apa kabar bang😂😂😂,@MuhamadHuda-qx1jj,UCuRx05qIFScUDQKiXRfkhMQ,0
Yg bilang mangkrak itu orang yg sakit hati dm pak jakowi dan yg ga suka Indonesia maju,@wahyuditea6286,UCbL0NMPpJIzdz9ACLDyxoqQ,0
Biar bermanfaat pak Gibran suruh berkantor disitu dulu bossss......😂😂😂😂😂,@gunanto6911,UCWi-TcNGgvnIWZnrNzVp9WQ,0
"Biasa saja gak ada bedanya dengan bangunan di pik,siapa yg akan menghuni hanya orang orang kaya.",@e.ariadi.ariadi758,UC0FXBaE8kWF2aJJwRnNyrGw,0
"Buat apa kalian bangga dengan ikN sedangkan jaman sekarang smua mahal sekolah dibikin susah,kerja sangat sulit di dapatkan .bnyak lagi yg masih berkelih di republik ini.  ..itu tmpat pngusaha status pmerintah ajah",@AleRahman-fz6pg,UCjSBHoWyjUjxfF2Cbxa7MsA,0
Hahaha bntr lg mangkrak,@jundankhaidar4757,UC8uYYSJ3W7Jba9fkvkYeFFQ,0
"Yang koar-koar IKN mangkrak itu orang-orang busuk semua dan penghianat Negara dan pasti efek dari sakit hati yang buta mata dan buta hati dari 16% dan 24%, bikin  malu aja sepertinya orang gak berilmu!!!",@BenyaminPakonglean,UCFOmRbUM871otDWEWWlRJeA,0
Saya bangga ikn tetap berlasung  pembangunannya.,@JokoPurnomo-w8y,UCgKiWxIGJLsdoI6pz_Oqlkw,0
Om coba takokke butuh pengawas cleaning service rak ndek Kono? Aq lebokno mrono,@Riyan_only,UCzX3qfUsFuTv3ayz3WKgEPw,0
Mantapp ttp semangat dan berkembang IKN,@girllive1872,UCP8_0svwYp0Z3gQflWGqfJw,0
Emang jancok arek2 seng cangkeme ngomong mangkrak,@Raphael664-n8f,UCWckPGpLdzZztOlut7W7PfA,0
"Semoga aja selesai itu bangunan dan perawatannya, karena udah terlanjur keluar uang banyak",@fhanisujianto8870,UCqC058UyFv7sQLrVi744uhw,0
Mang krak😂,@Kusut16,UCXxdAsib1-Nq_R0jo_wMXLA,0
Yg mangkrak itu bukan prozek nya..cuman orang yng GK mau indonesia  maju..  otak nya yng mangkrak...😊😊 Ya mirip si Roki buruung...alias gelo ges hayang setan na can datang😂😂,@miftahulkhoer-zk8hx,UCcEmcrJ4aJ2EF7V2sFP0-Qw,0
"Semoga Indonesia berjaya, penikmat tak perlu banyak bicara, biarkan serahkan pada yg ahlinya kerja dengan jujur",@regensofficial814,UCU2GI-ic0fV3ocrGRpE499g,0
Biasalah kerjaan buzzer buat chaos di Indonesia. Semoga IKN Berjaya.,@yaditsa5223,UCSHzE1J9TOgh2WPKKH0y5ug,0
Sarang hantu,@darmasantri7879,UCLjPsCnzvOVwrdZQ0tgNfwA,0
"Seuprit itu dibanggain.  Cerewet,  dasmu😂😂😂",@darmasantri7879,UCLjPsCnzvOVwrdZQ0tgNfwA,0
Klw Jokowi gak jadi presiden mungkin ikn gak akan ada,@AbdulRohman-g3e,UCASGx-Tw1obJCLjWrfqUPUw,0
Maju terusss demi kejayaan negara tercinta. moga IKN bisa segera beroperasi ya,@marsintamanurung-xp4fl,UC12Xflbrw4PSl1JuDkl3s7Q,0
"Anak2 parpol kerbau yg bikin opini negatif secara terus menerus karena setres kalah pilpres, pilkada🤣🤣🤣🐃🐃🐃",@Nmryt-z4j,UCZrqCouDOwx4A0M3LRPFlGA,0
Mana jalama ning euweh,@endunhamdan3060,UCiA6ug1XgUgNxR257wC_w8w,0
Untuk pejabat 😂,@diahdiah7489,UCfJxRnT_mHFxSmB6C4D7ZRg,0
Bos ku kerjanya di bi di ikn,@SitiAisyah-jr1bm,UCWxRWGE9foZxKT-of6xbqyg,0
Wah wah ramai sangat ya..!! melebihi jakarta pantas jadi ibukota yg nggak jadi.,@isnanmar8107,UClXZZwdtydCmrz8X-kpOFdw,0
35jt 1 malam waouwwwww😅,@danadavegaming,UCmtGTxZPa6igMLfJUMdV6Bg,0
"Terima kasih Koko Andy, jadi saya bisa melihat progress IKN. Keponakan saya kerja di PP - sarjana teknik sipil - dan sempat ditempatkan di IKN pada awal pembukaan dan pembangunan awal .Semoga IKN segera terselesaikan pembangunannya. Salam buat Mama Ely yaa",@umiwidarti8172,UCasyB2Qz4WAH-pTG7SHuFqw,20
Sebodo amat,@juprantambora7899,UCn6chwdu-MZvXLPde9lzT2w,0
"Kita buktikan saja nanti...2 tahun mendatang...mangkrak atau ngga..
Analisa saya....IKN akan mangkrak..😂😂😂",@abureza5996,UCgzK89nqFBidpXi6ov6JHvQ,1
Selalu tersebar berita hoax,@Ashar-c3q,UChqgaf-uk01OGMx0wNvlNXA,0
Mas tolong buat Konten ke penduduk sekitar IKN mass.apakah mereka senang atau tidak..,@dtzeeor8558,UCO0aFK24NbURxoyJ4w7sqBg,0
Utangnya bisa sampai anak cicit,@ds_emtar4627,UCGO9_S5AeNF8AS_oATFfyog,0
Ternak mulyono lagi ngebacot,@MuhamadYusup-g1p,UCGRLRZMUGfHCBNIS63lf7iw,0
"Video aktivitas di Kantor OIKN dan ASN bekerja di bulan puasa... 

https://youtu.be/A-544qJeoyA?si=HGHgwB6G6U9m-5ip",@fatharjanisya6429,UCy5eXS3OIsq5rUIskpH_v_g,0
Wah mantap buat rekreasi jou....mantep jo.,@Selamet-h3u,UCWWimIHYGJeIEB4Wt9KEDTQ,0
"Trima kasih mase sudah di ajak jln jln di ikn .
luar biasa 👍👍👍",@anihartini9537,UCXW2e5HBvkMsgHV5-GCAcPA,1
Nggedabrus awakmu iku,@suhartoharto2803,UCVrG0LK4raRrVkjSMhPc0Eg,0
Vendor bayar dulu woii,@achmadalviansyah2192,UCc3sQa13xE3s4nn4acIf3PQ,0
IKN mangkrak kata p.anis sama Roki dan klompoknya/para pembencinya...,@ahmadghazali5800,UCtgabd2TUambTfCf6z1SMYg,0
😂,@efiantykurniawidilestari8282,UCUBnmYbgrBU8QlgIMdS8sVg,1
Mantab Luar biasa Ibu Kota Nusantara... semoga semua perkerja diberikan kesehatan dan kelancaran dalam menjalankan segala aktifitasnya... Amin,@awipro5563,UC6lbastVDWX13td6fZKe2sQ,2
Mantap,@Iyuloye,UCp4QT93ZszQXfTS5RkNWLOQ,0
Salam IKN. Salam Nusantara . Salam Indonesia Raya .  . Salam Nusantara Jaya .,@edymorro5801,UC-76HCbZ1akcCwTgx_2kBqw,0
"AJA PESIMIS, OPTIMIS AJA",@mbelgedestikoeskebon9925,UC-YfsHLjYJJPAE4piX96ZRg,0
"TERIMA KASIH thn 2025 PENGHUJAT MASIH MENCARA CELAH PROYEK NYA SGAR BISA BERKICAU , SEKARANG MEREKAN MENUJU IKN YG AKAN DI GORENG NYA IKN MANGKRAK , ...NEGARA JANGAN DIAM , BALAS DENGAN KERJA NYATA BAHWA BABGSA YG BESAR PANTANG MENYERAH APA LAGI HANYA DENGAN OMONGAN DAN TULISAN.....SAYA BANGGA JADI ANAK BABGSA YG BERJIWA BESAR MENGHARGAI APA YG SUDAH DI TOREH KAN OLEH PEMIMPIN , KALAU ADA KEKURANGAN ITU ADALAH GURU UNTUK MENUTUPI ITU.....BANGGA DENGAN NKRI...
💪 😄",@DenitralDenitral,UC5tL663sQn-f_CpKIbNpVIw,0
Yang bilang IKN mangkrak adalah rocky gerung ama Anies dan kawan2 yg pembenci Pk Jokowi.,@YakubNtn,UCD3URxh9B_5gQx-7LvaTdPg,0
Istana garuda kebanggaan 😊,@FadilFaizfadilla,UCWbjckbZoEs_AzELy2Z12bQ,0
Kompak ya....😅😅😂😂😂😂😂😅😅,@erryhadiprawira3288,UCBjtMAs_OilueK_rtPoLdTg,0
"Mewah banget bang ,",@paksanawi386,UC0bdffsbOwziYgG9skPjL_w,0
"OK BANG MANTAP SALAM SEHAT,HATINYA ,",@paksanawi386,UC0bdffsbOwziYgG9skPjL_w,0
Buat apa bermegah megah kalau rakyat nya menderita,@M.a.ansharAnshar,UC870oKejYdKpsDvLW0kwW3w,0
Ibukota negara apa ya...,@sulaimanalzain8298,UCoZoboGBEe9TUrr2dHjeD8A,0
"Hanya kadrun yg benci ikn,,krna kadrun GK punya otak,,JD GK bisa mikir",@YatnoPribadi,UCPRPOTu3HlyAy42AR0v9saA,0
Sepi amat...gk sesuai gembargembornya. Bentar lg jadi kota hantu klo gini teros.,@jodipati9544,UCAKbxrbQL9pUHT5545D5P-w,0
"35,😮😮 1 malam,ngekos aja ngekos 😂",@Arthachannel-01,UC11OE95IM7kNJdr-kANmzvA,1
Itu garuda ya??😅,@marunikastomo7384,UCG1xi1nmFzxsc6YNUBq5AmQ,0
"Bangun ikan tapi sederhana aja sesuai kemampuan, ini kalo Indonesia maju, sebetulnya bisa kita SDA adatambang emas, mikel dll, hanya asing yg kaya, mestinya sama kaya jg kita kan milik kita , ilmunya dia, nakernya kita yg lebih banyak, kan makmur rakyat,,, ini dana nya yg wahh masuk ikn, dan naiklah pajak 2, BBM, listrik dll, kecuali kita kaya sept UEA oke,, Presiden Sukarno mau pindah ibukota negara, tp pikir 2,,, nda ngatur,, astaghfirullah",@MardianaManan,UCYHHh6erygCNPvALnXj9nwA,0
Malunya eluh orang2 munapik dan ediot,@MAMANSUPARMAN-j4l,UCn1mew4Kz0FuMTiAgZEaeGA,0
Hadiir,@eghaellaraysha,UC0K3YVIXju5YHaKdHKQA-0w,0
TERLIHAT SEPI BOS .. JELAS ITU MANGKRAK... YG BANYAK BERKEPENTINGAN DI JAKARTA/PULAU JAWA.. BIAYA BENGKAK NANTINYA YG ENAK PEJABAT² BUKAN MASYARAKAT... TANYAKAN SAJA SAMA ASLI SANA TERUTAMA RAKYAT MISKIN NYA...,@AsgcrrRbt,UCDChlV__tAJl-VkOsBFfWqw,0
Ini namanya kerator asli,@agungscorpio3871,UC8TdUorYBj05vz_wItUTtsw,0
mantep tenan ya koko calon Ibukota Baru Indonesia... Bravoo sllu indonesia maju,@jansonsky,UChdaRTdLJ8PRTMeVpbjo6hA,0
"satu titik proyek pekerja nya 5-7
bener sih ga mangkrak, tapi proyek merangkak.
semoga sehat sekalu para pekerja di IKN",@rmgolddin7619,UCt7wlFMJlPdrqTz8VyjBfuw,0
"WOOI , TRIMAKASIH. MAS  INFO  NYA  IKN , TERNYATA  TIDAK. MANGKRAK",@Bambang-y2p,UC0S0QlnVI2YbhoWQSoQ9dXA,0
IKN. Kota impian...smart city,@NADrey19,UCdRhawSdPggjpClANB9OIfw,0
Kota mati,@Schold10,UCcZ4xsxiaalhfoKCMPbp93A,0
"Nanti waktu yang bisa jawab , mau kemana dan bagaimana keadaan Indonesia yg sesungguhnya",@Iswanto1973,UCgMBMUS6HLEr5t2u16_pQ4A,0
Bang lu orang ap😅,@AzisSyafrizal,UCv5nota86NyqSNAi2dLN70g,0
Swiss hotel punya Aguan.,@hotpapachannel1781,UCVmBOZsXwty6zFmnfdcKq5Q,0
"MEREKA YANG BENCI LIHAT IKN MASIH BEROPERASI DAN LANJUT PEMBANGUNAN ADALAH MEREKA² TANG DULU KALAU PEMILU KARENA JAGONYA KALAH, DAN SKRG GAK TERIMA DAN MEMBUAT FITNAH² GAK MASUK AKAL 😅😂
SEHAT SELALU PAK @jokowi DAN PAK @prabowo.
BANGUN INDONESIA MENJADI LEBIH BAIK LAGI YA PAK @prabowo.
TERIMA KASIH BANYAK",@pumpumboom4053,UCXqHKUGqW9aKAyvc0BQzOAg,0
"Robohkan patung memalvkan itu.... 
Benar² mengambarkan arsitektur kita yg amatir tapi ambisius. 
Kalo belum mampu buat halgaruda yg identik, mending jangan dulu lah",@jahnalghariyya6138,UC6LuQ60QZYOHXwExxXSwSSQ,0
Koh gmn klo kmu tinggal disana kyaknya lebih nyaman dari surabaya yg macet dan semrawut kendaraan itu. Enakan disana koh... Udara bersi lebih sehat. Mau ga kamu koh😂😂😂😂😂.  Ngomongmu ga ada pekerja yg pulang itu tae yah. Lowong sebagian dana saja dialokasikan yg lain. Logikanya kan pasti diperlambat pembangunanya dan sebagian pekerja pada pulang. Jdi gausah lah ngelihatin banget klo emank video pesanan. Yg alami alami saja biar pada percaya omonganmu,@IrahBani,UCG0f5X71PcLfzGM5NxlozfQ,0
"Wong Iki ngomong opooo...
Di bayar Piro yoo..ngedabrus.",@MohDrajat-g4c,UCyMp0-uezTVuhjqnuD4H8UA,0
GA MANGKRAK LAH ORANG UDAH ADA DANA DARI OLIGARKI NEGARA LAIN MANA ADA YANG MAU INVES DI IKN UDAH KELILING MANA PUN GA ADA YANG MAU...,@akunbuatnontonyoutubeaja,UCbbLMaCsLz8vKn0f8e6GnPg,0
"Harus makin banyak ni info kayak gini tentang perkembangan IKN, untuk membungkam moncong orang2 nyinyir yg provokatorrrr",@abdullahpriadi5029,UCpyaTaV15VpQ-ReMN0XDjxw,0
"Orang bodoh dan per7sak dan mengadu domba aja yang brani koar² bilang IKN tidak slse² di kerjakan 
Yaaa wajar lah IKN brapa ribu hektar di bangun 
Di kira bangun 1 hktar",@UmadatulPuput,UCcQyfSvlomud1AV5HL4czWg,1
❤Alhamdulillah. Masyaa Alloh ❤️ Qodarollahu wa masyaa a ❤️ Mantab ❤️,@ujilanggeng865,UCglc1rEpl4crBkYPqM_UmHw,0
Cepat pindah ke ikn dong karena jakarta sudah sesak dan banjir,@UdinMunu,UCQXv83JXeyzrbiVD37KRKfg,0
Semangat bang,@rohmanpkaudio2563,UCUxT31PUidJs0dAokC7l4VQ,0
"Harus lanjut jangan sampai seperti Hambalang yg Mangkrak .
Mulut melayu malaydes dan penjilat 2 malaydes sering menghina IKN bakalan mangkrak .
Mantap IKN Indonesia .",@Eyangjoliejolie,UCASchya0vp5GLi8VUXApRFg,0
😮orang yang menyebut bahwa IKN Proyek Mangkrak.....ditinggalin menjadi Proyek Bangkai.....sesungguhnya mereka semua mengandung Genetika Dengki dan Iri Hati......sekalian JAWA CENTRIS...... bukan ..... INDONESIA CENTRIS......! MAJU TERUS IKN....INDONESIA BERJAYA..... NKRJ - HARGA MATI ...... 👍💕🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩💕👍,@AdriaanYH,UCIni62rO-eIBS9nCb3l9oQw,0
Tapi para pembenci hanya bisa menyuarakan Bahwa IKN mangkrak...padahal sudah jadi bagus bahgan karyawannya ada yg sudah kerja sebagian...,@suhardisuhardi7383,UCHxmJLRyRaLXdMPxQ73isSA,0
"Abaikan nyinyir an Rocky gerung beserta para mahasewa nya, , abah beserta anak2nya, emak beserta petugas partainya, Mbah amin beserta cucunya😂😂😂 semoga IKN segera selesai",@redisantoso7694,UC_i6c18m6RhNBmaps55cXbA,1
"Jakarta banjir, Bekasi banjir, dah Jabodetabek sdh ga kondusif lagi, kabur aja dulu ke IKN biar pikiran gak semrawut lagi pemerintahan nya",@Chiofal_letsplay,UCLaqETBwgt8bkL_82UwdfIA,1
okey..! salam sehat saudara ku 💪💪💪,@SANTOSO-m6f,UCk-vRMOVypy5QOj4OcTkHdA,0
"Orang indo sangat mudah di manipulatif pikiranya oleh seseorang yang pandai merangkai kata kata.

Cuma liat seseorang ngomong terus dirasa meyakinkan besokny dia ikut""tan seakan paling paham bahkan menambahkan sedikit kata"" Dari orang yang di dengar.

Dan bodohnya mereka pun percaya tanpa mencari tau,masalahnya bangun negri itu juga gak semudah merangkai kata seperti si RG.

Kita butuh aksi bukan cuma Opini Yang hanya ada di imajinasi  !!!
Kalo cum ngomong tanpa aksi  lantas apa yang menjadi bukti,Semua orang juga sering berencana ini itu tapi saat penerapan tidak sesuai dengan ekspektasi sebelum benar"" Terjun.
Cobalah menjadi pintar tanpa membodohi orang lain.",@pakyuuuu4346,UCEwrBeLiKOA_123nE-XJg4w,0
Kerèn....👍,@dwilucky8883,UCyOdGVvJ3T0hPemA-LnMN3g,0
Kita liat aja nnti kedepannya he he he,@shaaryrajab2867,UCOM669mq4awYj62K80eQAwg,0
Aahhh pasti mangkrak,@shaaryrajab2867,UCOM669mq4awYj62K80eQAwg,0
Bangkrut....... bangkrut ni pasti ternak MULYONO,@suprisuprex1.,UC0iMTufhTYvQ7pSztfbZ_8g,0
segitunya pembangunan untuk  para karupsi. sedangkan rakyat kecil tidak d pikirkan,@fathurRosi-s3t,UCTf5vniAN90cNIq4bGAYSMQ,0
Ikn gak ada  efek nya buat negeri ini kalau Rakyat Indonesia masih banyak yg blangsak yg cuma bikin orang orang koruptor kesenangan sementara masyarakat Indonesia pada susah jutaan Rakyat pada nganggur sementara para koruptor dan pemjilat nya mulyono pada silahkan kalian berpesta di dunia yg pana ini sementara Rakyat masih sengsara 😊,@Djumadi-bc8ng,UC1rrX6BdxulYEhsNX81lonQ,0
nusantara❤❤❤❤,@LibraHanna-hq3om,UCgJYWmFHPt4CYgbo-mqpAeg,0
"Trima kasih bang Andi
Kita diajak jalan2 ke IKN",@hanityanuar565,UCTSiPUeTPhyG0oNCYHakUNA,0
Besar banget ikn nya,@ShaqilaazzahraFaihaadeva,UCZunKYxh83f53v-ll8dGR8w,0
La kok sepi banget pada kemana oey,@radhityanata8863,UC-Vt34cYWduxynjysI6oFrw,0
Biar allah saja yg menunjukkan.😂😂,@caturbimantoro6166,UC_dOLgxeRKCiTQHeKKtk9bA,0
Nampak sepi dn sunyi..tiada pekerjanya.,@rinas9934,UCGJS8g6YPVhzvx1yCOmZkvw,0
mata sipit semua. mana indonesia nya,@ketawabersama724,UC-UHYhhmhwtpFmED3ZXTEog,0
Salam sehat selalu boskuh,@Ayai_Kampung,UCPkwqMVbQNNx8RcTO699dSA,0
Iyaw bener bang katamu garuda memeluk melindungi pejabat bukan melindungi rakyat🤭,@denbagus-b4y,UCIBhJ8gq9XvmrpELCz3S3_w,0
"Proyeknya besar memang, dan besar pula biaya dan anggarannya..kemegahannya bukan milik rakyat seperti yg sharusnya..justru itu untuk para pejabat yg trkadang lupa bhwa mereka difasilitasi sekian mewahnya krna rakyat yg memilih mereka, bgmana mgkin pemimpin dikatakan baik jika mereka merasakan hal2 kemegahan sdgkan msih byk rakyatnya yg trkatung2 tdk memiliki hunian dan mknan djlnan..padahal tanah air ini dulu pahlawan perjuangkan demi rakyat..😢",@DeniWahyudin-j7u,UCUo4VEXyvO-mxSGhVXqOebA,0
Mangkrak itu kan harapan anak buah wong licik..itu tuh si emak banteng cs.,@ardiardi8655,UCY5dhrK4Z4cE0gnfYDVcoQg,0
"Mending nginap di pedesaan. Gratisan, lebih sejuk, lebih adem, lebih bersih udaranya. 
Uangnya bisa buat sedekah dan beli kebutuhan.",@genZ-2045,UCS7EdwbxcRkAqWNu1YAJrPQ,2
Pembenci belum bisa menerima IKN Yg semakin mantap..  Sehingga buat opini ikn mangkrak.. 😂😂,@pakpahansalelengna8285,UCoSsW1i2h8ng-RGOS1SkMMw,0
Coba datang malam  lebeh keren,@maibanjar6330,UCik8587TmMX8Hj9Swnyw51w,0
Keren,@maibanjar6330,UCik8587TmMX8Hj9Swnyw51w,0
Terima kasih pak 🎉,@maibanjar6330,UCik8587TmMX8Hj9Swnyw51w,0
Haraga hotel 🏨 satu hari ?,@maibanjar6330,UCik8587TmMX8Hj9Swnyw51w,0
Pohon kenapa jadi gitu   kita museum apa ?   .saya suka denggar ini Bahasa 😂,@maibanjar6330,UCik8587TmMX8Hj9Swnyw51w,0
😂 IKN 🦅🦅🦅🦅🦅🦅🦅🦅🦅🙏🏻,@maibanjar6330,UCik8587TmMX8Hj9Swnyw51w,0
"Hasil tipu tipu, jangan pungkiri itu. Utang bertambah karena gx ada investor yang katanya ratusan sudah masuk, secara langsung berimbas kepada rakyat apalagi adanya efisiensi anggaran. Suarakan lah kebenaran, jangan bodohi terus rakyat hanya untuk junjungan kalian 😂😂😂",@nasrulwathon5574,UCGQmCmuWKQmn-pyDkt_479Q,0
Ikn identik dengan Jokowi,@TohaRudin-v4n,UCzcBs-HBMgqz57MQoEfUTXg,0
Keren ikn,@TohaRudin-v4n,UCzcBs-HBMgqz57MQoEfUTXg,0
Gak bakalan mangkrak apa lagi kalau gak di korupsi pertamina 😅😅😅 cepet beres.,@virgosetiawan6100,UCOD8G6FiEMTefNNfmEKYPGQ,0
"Yg bilang mangkrak itu si Refly Harun, Gerung dan Sengkuni. 
Mereka pakai kaca mata kuda",@GhenusDeden,UCYRiuxd0sfUJG_jfHlYXIZg,0
"Orang sewaan wkwkwk, sebab area yg gak  bisa untuk umum dia bisa wkwkwk",@MaesaKersa,UCv9tdjSsfY8v9qw7AgdndQw,0
seeprti roki gerong homosapiens itu hanya membodohoi orang2 yg memang bodoh😅,@kuruskering8869,UCOpTvZvPOKvUy0WD2OttdPQ,0
Luar biasa mantap .,@BudiYanto-f2b,UCPu2bedQLtyjkzJLfWRNY5g,0
Yang mangkrak itu otak pembenci Jokowi,@Ista-c5x,UCfs4e4lENts4Abx66pS-kRA,0
Mantaappp rek,@dwisoehartono9383,UCPQFzgvNk_-BuHYKbMVOdGw,0
Duh mantap y mas bos,@osaprinting,UChsxt1wKOkFij3XHy2NH6mw,0
"Ini pulau bakal milik singapura nanti nya, sudah diperkirakan oleh simpson, lihat saja nanti biar waktu yang akan menjawab",@rikopriantosa,UCBWPsIUvabYOvGlyAAaxQSA,0
"Joss ko,pancen smpyn arek suroboyo sing sangar. Liputanmu ws sekelas reporter mancanegara. Soto gk atek kecap✍️",@rezariswandi8705,UC3lEjfmrVxIWIZUUYN4zafA,0
Kmu kalah sma seon 125 reek rek😂😂😂,@Booom-h9t,UCNle-mS6eu_J_Es97uN7HTA,0
"Kalo sampe mangkrak, yaaaa... bangkrutlah Hasyim 😄",@Rey-MrUSE,UC-o4oP08b9ZD4NZvAXBfbXA,0
Rumah dinas sampean sebelah endi cak? 😀,@tripaholic5934,UCLVO5hYLtX00GCY8GjJOGJw,0
Yg blng mangkrak cmn orng yg ga senang aja ama proyek IKN sya orng asli orng balikpapan bru lewat 2 hri yg lalu lewat IKN selalu rame pengerjaan ya walaupun ada beberapa pekerjaan yg pulang kampung tetep msih rame pengerjaan nya,@rullrz2532,UCc_VQnQipC1ZGK-kQPo4fHw,1
Sudah oparsi sepi rame warung kopi surabaya ?,@koirulanwar-pr9tb,UCXYuc5FgS73NCpEbcfe0FUA,0
"Sy tinggal di Balikpapan, Pembangunan jalan teruss..
Gak ad yg nama nya mangkrakk..",@wintrader7799,UCqL4JisHnl72fbbgt3ION7w,0
"halah..... biarpun masih berlanjut itu untuk menfasilitasi pejabat....
lalu.......bagaimana dg rakyat miskin,apa benar negara sdh bertanggungjawab kpd mereka ???",@AttaRauuff,UC9VwcH1XM_NYVx5FuAM75uQ,0
Tetap aja pada fokus nyari duit di jakarta .. KLO mau tau aslinya disini jangan cuma seminggu kaya orang liburan ..coba menetap 1 tahun 😊,@MYRSTORE-v1l5h,UCFG5UhXSJx7T6OEpZYKk5Yg,0
"IKN PROYEK MATI. TIDAK AKAN ADA KEHIDUPAN DISANA. SIAPA YANG. MAU TINGGAL DI DAERAH YANG TANDUS SEPERTI ITU.. DIMANA MAU AMBIL KEBUTUHAN SEHARI-HARI. 
BIARKAN SAJA MANGKRAK KLU TIDAK ADA ANGGARAN",@dominikuslarangka8725,UCWcDr9kyCvNr5yMcVj8YA6w,0
04:37 wkwkwk ko ko bisa bisanya micnya masih nyantol di security jadi kaget kan ada suara ghoib ,@NickyLanesMV,UCCMxtQiGiGXPymHrhQpwOgw,0
Kan yg bilang Ikn mangkrak kan cuma si Roki Gerung yg bisanya cuma Gerung Gerung  . Gerung emang tukang ngibul dan asli seorang provokator,@atinsupriatin2373,UCz4fz0UJqLIOpn6slqzujCA,0
Bang...😊,@neshwaneshwa7698,UCzpMx08KAb5yIwFE1__y4lQ,0
lah di fyp tiktokku ternyata astagfirullah akeh sing hoak terkait IKN. mana di Mata Najwa nanya ke Jokowi juga gt.,@chesyarinduu,UCTyCmqdI44c4UfPwglQ3hTA,0
Wes karep mu.... wong waras ngalah.......,@agusmaryono8286,UCHgTRnziUuEuYYDZbDEENqA,0
"Itukan udah jelas kantor mas gibran aja belum siap..
Pekerjanya sepi ..karena upah murah",@electrikalinstrumenttv6597,UCc2-8BtHhD5lOk2lcF9ltvQ,0
"Yg sudah 100% siap itu ya Hotel nya ya Wajarlah...bisnis..
Tapi Project IKN Ya belum siap lah...
Upah tukangnya di bayar murah banyak yg tak pulang..",@electrikalinstrumenttv6597,UCc2-8BtHhD5lOk2lcF9ltvQ,0
ikn mantap,@SedayuTulungagung,UCW1aqjdko_1CH6eP0Oc-PJQ,0
TERNAKNYA MULYONO MULAI BER JOGED  UDAH DAPAT BANSOS,@undanghermana9025,UCE7nRC2vw2ELyUGa32yA6Nw,0
semoga penarikan aset korupsi PERTAMINA bisa di alihkan ke APBN 2025 untuk pembangunan IKN,@muchsinachmad4054,UCSnOdeAJhr0VPI_BqQ7X4cQ,0
Bukti nya saiki jkt banjir besar tgl 4 maret 2025,@herlianamariana7157,UCZsc1Quv3xkTukduxJOmvWA,0
"Koh andy ,,awas gosong loh yo 😅😅😅😅",@OcimSamudera,UCPoU1P05-ANkb8LfjCCrc5Q,0
Mantolll pembawa acaranya sehat sellu bro.,@syifaazzahra-x2r,UCo8vNZ_todkrpYDGXThTdUw,0
