Comment,Author,AuthorChannelId,LikeCount,Sentiment,Comment_Preprocessed
Buktikan bang IKN tidak mangkrak .. Seperti kata sengkuni yg ngiri akan prestasi org,@elisaryani2094,UCCGx1l6p-nIfDTlIp9Rt42w,0,negatif,bukti bang ikn mangkrak sengkuni ngiri prestasi org
Kenapa ibukotanya belum Jadi dipindah?,@TrendHidup,UCx0yY0HEXUsIKXaNQAxvNMw,0,positif,ibukotanya pindah
ga tahan lama itu... ntr juga jadi hutan lgi,@aguswira87,UCCLGDbM5bOvMKqruq0HulZQ,0,positif,tahan ntr hutan lgi
Rrrrrr😂,@PutraTunggal-x4p,UChxOgdpG2lin8EzSMlRTrzg,0,negatif,rrrrrr
"Wahhhh, presiden Jokowi ke7 pasti rindu sama ikn , KLO begini Sabar , pak Jokowi, ikn pasti beres di lanjut kn oleh presiden Prabowo takkan ada yg namanya mangkrak ini , simbol kebesaran Negara bro. Dan ini tanggung jawab seluruh rakyat Indonesia ...setidaknya wajah baru kemandirian rakyat Indonesia bukan peninggalan jaman penjajahan ....oke yg nyinyir itulula penjajahan zaman kini...🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡",@PakAgung-or5me,UCmr8XEYzucvurQAmuaGqGhA,0,negatif,wahhhh presiden jokowi rindu ikn klo sabar jokowi ikn beres kn presiden prabowo tak nama mangkrak simbol besar negara bro tanggung rakyat indonesia wajah mandiri rakyat indonesia tinggal jaman jajah oke nyinyir itulula jajah zaman
Loala cak arek suroboyo gk ngerti ngunu2ku cak😂,@sitikhalimatus2703,UCyM98gbd60hng8MYhcvlLJA,0,positif,loala cak arek suroboyo gk ngerti ngunuku cak
Apapun dilakukan demi pajak meningkat ujung2 nya rakyat yg menderita 😂 teruss pendukung pemerintah matii2an Saya pikir hidupnya bakalan enak seperti Para pejabat eh gakk tauu nya hidupnya jugak susah Dan masih mencari makan sana sini tapii dgn lantang membela Para elit kan kocak. Pikir gakk ada yg bisa di banggakan samaa Para pejabat di Konoha apa2 uwanggggggggg😂.,@galicoy,UC_ASiitrPadgLbqrdDVcAUg,1,positif,apa pajak tingkat ujung nya rakyat derita teruss dukung perintah matiian pikir hidup enak jabat eh gakk tauu nya hidup jugak susah cari makan tapi dgn lantang bela elit kocak pikir gakk bangga samaa jabat konoha uwanggggggggg
"Coba suruh para pejabat Dan pendukung si Mulyono tinggal di sana untuk selamanya. Mau gakk?
Buktinya gakk ada yaag mau 😂😂",@galicoy,UC_ASiitrPadgLbqrdDVcAUg,2,positif,coba suruh jabat dukung si mulyono tinggal gakk bukti gakk yaag
Tapi sepi..bos..kaya kota hantu ...,@FaisalPalu-nu3mh,UCTWUIpcAPDPh-V-pnwRSZ8w,0,positif,sepiboskaya kota hantu
Ngak mungkin lah.....pak prabowo itu orangnya pedulian...dia akan meneruskan pembangunan ibu kota baru itu....,@sugengmulyanto7280,UCff40bqM-0AsX9NwT7bLJWw,0,negatif,ngak lahpak prabowo orang peduliandia terus bangun kota
Coba tonton video ini tanpa ada suara dan tanpa baca apa2... tonton video nya dan perhatikan detail2 nya tanpa distraksi.  Bisa menyimpulkan sendiri kok. Bagus ada video semacam ini telah memberikan fakta kepada masyarakat indonesia,@hanantor,UCTXYdLdRsiuc-vGF3O8OVlQ,0,negatif,coba tonton video suara baca tonton video nya perhati detail nya distraksi simpul bagus video fakta masyarakat indonesia
"memang MANTAP dikasih rezeki terus di,.ROYALACES88",@jeanjessie,UCorSV7h_iBSf8x38gMJQ6Rw,0,negatif,mantap kasih rezeki diroyalaces
Ya silakan tinggal di IKN mas. Saya tetap di Bali aja mantai,@biazeaje,UCsphe_jem_vkjBkz0ZIFjQQ,0,netral,ya sila tinggal ikn mas bal aja manta
"ya sudah, nti klw ikn udah jadi, lu pindah kesini ya,... gw tunggu informasi lu....",@soulsunda4749,UCRpP736o-ytfnifMSm83VcA,0,positif,ya nti klw ikn udah lu pindah kesini ya gw tunggu informasi lu
Logat kentara bang pernah belajar mata pelajaran bahasa Indonesia ka tdk 😅😂,@PcBlack-n8w,UCyUqKrog7GP_NNLEjTvuLkQ,0,positif,logat kentara bang ajar mata ajar bahasa indonesia ka
"Meskipun bank nya sudah beroperasi, tapi kalau tidak ada nasabahnya lak percuma.",@muhammadrenaldy6732,UCHKaN_fJs98XvGjn3cnc1dw,0,positif,bank nya operasi nasabah lak
Kira kira Siapa yaa yang mau investasi di tengah hutan,@netizen_yt,UCHll7fn4hauWT7ZAMCwUsiQ,0,netral,yaa investasi hutan
IKN itu ibukota negara dan harus di bangun semewah mungkin,@editrianto6260,UCCXAu7xbG9O4JGR_fsfH3Iw,0,netral,ikn ibukota negara bangun mewah
Lanjutkan pembangunan supaya laku terjual property nya,@Syantochanel,UC2Bh_tWjeQD5gxOTndulfOA,0,netral,lanjut bangun laku jual property nya
Enak yoo para mentri nyaa😂😂,@RiaYulissetia,UCzAqio-EBxFNsBIZ1UJcH4g,0,positif,enak yoo tri nyaa
Yg bilang ikn calon mangkrak itu roki gerung.. kenapa bnyak orang yg tidak suka dg kemajuan indonesia. Selama ikn berjalan pembangunan nya. Di desa2 kami di kalbar juga di bangun jalan.. walau pn belum seluruhnya tapi besyukur dah.. bisa mempercepat jam untuk anak berangkat sekolah atau apalah.. sehat selalu pemimpin bangsa yg baik.....,@Pedi41,UC5HNc7-fvNZh_mqZI2MmBcA,0,negatif,bilang ikn calon mangkrak roki gerung bnyak orang suka maju indonesia ikn jalan bangun nya desa kalbar bangun jalan pn besyukur dah cepat jam anak berangkat sekolah apa sehat pimpin bangsa
IKN..... TIDAK BAKALAN DILANJUTKAN OLEH PEMERINTAHAN SEKARANG KRN PEMERINTAHAN SEKARANG BELUM TENTU 2 PERIODE JDI BUAT APA URUSIN IKN LEBIH BAIK BANYAKIN PROGRAM2 KELUARKAN DANA DENGAN ALASAN DEMI RAKYAT.... PDHAL ITU ADL LUMBUNG OKNUM2 PEJABAT AKAN KORUPSI,@AldiWiku-s4s,UC3JWT0z1JELaa5GG1VcbikA,0,positif,ikn lanjut perintah krn perintah periode jdi urusin ikn banyakin program keluar dana alas rakyat pdhal adl lumbung oknum jabat korupsi
"Kalau di lihat sunyi,,yg kerja juga tdk ada,,",@MuhammadRasul-g1g,UCNrLmt53P2LhYkG9rMJpegw,0,positif,lihat sunyiyg kerja
"Untuk melindungi pejabat2 negara yg korupsi,😂😂😂",@MuhammadRasul-g1g,UCNrLmt53P2LhYkG9rMJpegw,0,positif,lindung jabat negara korupsi
Ayoh kabur ke IKN. Ada banyak pekerjaan di sana.,@amalekmnoor2344,UCqfeS3rOrrWj4m5ZJgfclqg,0,positif,ayoh kabur ikn kerja
endorse swisshotel asw,@arfinadipratama9839,UCSMrLbRqIgnBiSAI5YqTwUQ,0,negatif,endorse swisshotel asw
"Klu mangkrak TDK mungkin.
Klu berhenti sebentar lalu di lanjut lagi itu bs kemungkinan Krn BKN dana sedikit  insya Alloh ikn lanjut trs.",@baedhowiboy3892,UC8UWAE2BnHbtoRDEV6wiq1w,0,positif,klu mangkrak klu henti sebentar bs krn bkn dana insya alloh ikn trs
Clometann nemenn ko andy iki 🤣,@akuniseng2241,UCFV12FATER42U685INrjTBg,0,netral,clometann nemenn ko andy iki
"Kerenn cuk ikn sumpah, salam tekan malang koo. Mben lek ng sby tak ampiri, tk jak mangan burger garage 😂",@akuniseng2241,UCFV12FATER42U685INrjTBg,0,negatif,kerenn cuk ikn sumpah salam tekan malang koo mben lek ng sby ampiri tk jak mangan burger garage
Weee ada arek mlg kerjaaa di ikn 🥳🥳🥳,@akuniseng2241,UCFV12FATER42U685INrjTBg,0,negatif,weee arek mlg kerjaaa ikn
Ngibul terus tunggu aja ntar juga mangkrak sendiri,@KentungUntung-dv5xf,UCh8m063b575RTI-fbAoFv7w,0,positif,ngibul tunggu aja ntar mangkrak
Duitnya dari mana ngibul,@KentungUntung-dv5xf,UCh8m063b575RTI-fbAoFv7w,0,positif,duit ngibul
"Semoga pembangunan IKN terus berlanjut sampai selesai. Soalnya, efek karambol buat ekonomi Kalimantan pasti meningkat. Amin",@Adil_ismyname,UCe4PS3pBatJoYFwEXaOqFiw,0,negatif,moga bangun ikn lanjut selesai efek karambol ekonomi kalimantan tingkat amin
waduh klu buat pendidikan gratis mantap tuh duinya,@saadah-y9l,UCluk1z-_b9seBiweoCOpy6A,0,negatif,klu didik gratis mantap tuh duinya
Alphard mu kalah ambek Xeon Cak Andy...Xeon nyelonong ae 😅,@gondoelsuroboyo2015,UC6u5I39GA4kStjIsNgy42PQ,0,positif,alphard mu kalah ambek xeon cak andyxeon nyelonong ae
Dari pada bangun ikn .lebih baik uangnya buat mensejahterakan masyarakat indonesia.,@cennaall2466,UCotO7D3YNrF-3wFMUdArf6A,0,positif,bangun ikn uang sejahtera masyarakat indonesia
Sepiiiii nyenyeet,@benisusamto4648,UCSmeaMh5MODoYyxTrlLrRrg,0,positif,sepiiiii nyenyeet
yg koar koar IKN mangkrak itu kan roki gendrung si muluk ph*pek itu.,@gandhidharmawangsa1492,UCu2YFYUottzudBieAPGroYA,0,positif,koar koar ikn mangkrak roki gendrung si muluk phpek
Rumah sakit siloam belum ada kah mas?,@Hendri1e,UCD2qOd2FbSd3CCZFPsogiBA,0,netral,rumah sakit siloam kah mas
Seharusnys jd org indonesia qta hrs bangga pnya ibu kota baru kyk IKN,@cukuptau4622,UCjO3B0rFwCQyjPrtn9p525Q,0,negatif,seharusnys jd org indonesia qta hrs bangga pnya kota kyk ikn
Yg bilang IKN mangkrak adalah pengangguran benci jokowi. Mereka gak liat IKN tapi halu akal odgj,@Jlrmus,UCtoSYQWnIRuTXD5LQuGuHRg,0,positif,bilang ikn mangkrak anggur benci jokowi liat ikn halu akal odgj
Liat nnti habis lebaran apakah masih ada pekerja 😂😂,@teguhsetiawan9251,UCT8HBDiwmQZlWmuwpElggzg,0,positif,liat nnti habis lebaran kerja
warga 16 dan 24 suka nya hoax ya brrti,@imanp-nyi3085,UCP2fH4QvY07hWyZh3mfZPrA,0,positif,warga suka nya hoax ya brrti
Ini baru bukti gaes...,@LifnaYusrilhana,UCgJL0Qh3C_RLAjlKeYwmOmg,0,positif,bukti gaes
Ibukota masa depan,@pengangguranlama4072,UCqqpndLuHlX4n2bb8DDtJdQ,0,negatif,ibukota
Indah banget langit nya,@trihartati8120,UCfiqzMj6QbAkMl6KD__h6bg,0,negatif,indah banget langit nya
Kepala roki yg bengkak gais.,@Martinus-c8h,UCgXUcbGqqUXRhv5q2Kf-3ig,0,netral,kepala roki bengkak gais
"Terimakasih maturnuwun atas visual pandanganmata nya  atas facta keadaan IKN terkini ...MANTULLLLL , salam 🇲🇨🇲🇨🇲🇨",@ga3ti297,UC05GR5lEvRhJRnWEdB8O61w,0,negatif,terimakasih maturnuwun visual pandanganmata nya facta ikn kini mantulllll salam
lebih baik daripada kota yg katanya macet 1jam saja sudah cepet ,@komradchenkov2236,UCoWwalLRpR-zoEf-HtIhd4Q,1,positif,kota macet jam cepet
"Yakin saja, orang yang membenci tidak menginginkan kebaikan atas mu. Bahkan mereka akan merusak semua yang kau  miliki agar citra negarif tentang kamu yang telah dia bangun dan sebarluaskan sebelumnya bisa terlihat oleh orang lain.... contohnya IKN....para pembenci pasti tidak ingin melihat IKN berhasil....sebalikmnya mereka berharap IKN mangkrak dan hanvcur....dan mereka akan tertawa dan bahagia jika itu terjadi..... JAHAT KAN ORANG SEPERTI ITU?!!!",@Steamanjing,UCHhJr2fbGMcvtjOftPrBI1w,1,positif,orang benci baik mu rusak kau milik citra negarif bangun sebarluaskan orang contoh iknpara benci ikn berhasilsebalikmnya harap ikn mangkrak hanvcurdan tertawa bahagia jahat orang
saya asli jabar bangga dengan pembangunan ibokota baru ikn.,@videofunnyshort9,UCKwf3HRpylEZ81baqmNtvlg,0,negatif,asli jabar bangga bangun ibokota ikn
"kenapa namanya swisshotel, knp ga namanya HOTEL GARUDA atau HOTEL DEMOKRASI  , kan lebih NASIONALIS toh",@yulissetiyawati2098,UCFlDZtNh92XiLmK8EGPrYmg,0,negatif,nama swisshotel knp nama hotel garuda hotel demokrasi nasionalis
Hebat vidio lama yang baru di upload😂😂😂,@hendriyuthistira4590,UC7mD1PZivItktBCuWF2U1aA,0,positif,hebat vidio upload
memang nggk perlu...nggk ada ikn2 rumah drakula penghisap darah rakyat Indonesia...koruptor melebihi Markos...Ibu Kota sampai kiamat pun Jakarta warisan pejuang dan proklamator sejati Indonesia....Merdeka Ibu Kota Jakarta...Merdeka Indonesiaku....,@mediblora5197,UC-l35ap14a7eo8k2FLXDiaw,0,negatif,nggk perlunggk ikn rumah drakula penghisap darah rakyat indonesiakoruptor lebih markosibu kota kiamat jakarta waris juang proklamator sejati indonesiamerdeka kota jakartamerdeka indonesia
😂,@pilotpotlot,UCy5-nHFUJ8Ety7oxQ8uzwZw,0,positif,
Iya bro rame banget..kaya d jakarta padet,@CahayaAnnasya,UCSbm9Y3fkNAfwvoYYdfqtmA,0,negatif,iya bro rame bangetkaya d jakarta padet
"Sayap nya melindungi koruptor ,,,wkwk ,,,tai",@ZahrudinAza,UCor2DK6wHWWBUUGjSKBMaVQ,0,positif,sayap nya lindung koruptor wkwk tai
😂😂😂,@papahakim7890,UCpT-uf8ILuS9mb8T_YBbbAg,0,positif,
Propokasi Rocky Gerung...sangat bahaya.,@Finix-w1i,UCF8zC2TFxHPJRagurzVSgFw,0,positif,propokasi rocky gerungsangat bahaya
Bacot !!!!,@AndiLiyani-c7n,UC4crOUtr0FV_By6fZKckvQA,0,positif,bacot
"Mulutmu, 😅😂 jualan x lo, Jualan Konten....!!!! Lo pikir Pindah Ibukota Kaya Pindah Pasar😂😅 


BANYAK TUH PROJECT yang Mangkrak!!!!",@kangprabu347,UCJzftBP7GJgtAUBxtIrnVPg,0,positif,mulut jual x lo jual konten lo pikir pindah ibukota kaya pindah pasar tuh project mangkrak
"RG mah mulutnya isi api, jk gk bisa menyaringnya maka akan terbakar",@dionabimanyu8689,UCANNxP9DcvYGXTzDTCUs8oQ,0,positif,rg mah mulut isi api jk gk nyaring bakar
271 T cukup buat ikn tuh,@sobatanc,UCfFcyqBzXsJAJCZq4LMgFDw,0,netral,t ikn tuh
"mana nih yg triak"" mongkrak mangkrak ??",@alvinevendi792,UCpuMkuDUnz9UABtrRZ80jew,0,positif,nih triak mongkrak mangkrak
"yang Bilang Mangkrak Jelas Grombolan sakit Yaitu Bantennnnnnnnnggggg Lumpuuuh,,,,,,,,,,,,,Daripada Duit di korupsi sama Grombolan Banteng sakit hati mending di buat bangun negeri <<<<<<",@gerrrmbokmu1563,UCJCJHicqoY_pueHVmZC2L4w,0,positif,bilang mangkrak grombolan sakit bantennnnnnnnnggggg lumpuuuhdaripada duit korupsi grombolan banteng sakit hati mending bangun negeri
saya masih di IKN sekarang,@muhlison5993,UCWAcMrJ9yGtTQ9nKgkPEqiQ,0,netral,ikn
"Nah gini kan enak jadi tau ,Kita rakyat harus taat bayar pajak untuk kemajuan dan kemewahan para pejabat 🥰 

#salam_ereksi",@AkuReno-rs4lc,UCwdXEU_JE5UuPZpZpYciofQ,0,netral,gin enak tau rakyat taat bayar pajak maju mewah jabat salam ereksi
😂😂 mas alon alon mawon to sajangipun 😂😂😂 ❤❤❤ jawi nipun kentel sanget ❤❤❤ 🇮🇩🇮🇩🇮🇩 merdeka mas seupomo saget tanpo pulsa saget nonton panjenengan berjuang matep mas💪💪💪💪💪🇮🇩🇮🇩🇮🇩🇮🇩❤️❤️😂😂😂😂,@EbokkkHusen,UCriAntFsw2h28nbk3HXKADg,3,negatif,mas alon alon mawon to sajang jawi nipun kentel sanget merdeka mas seupomo saget tanpo pulsa saget nonton panjenengan juang matep mas
"Semua isu isu itu hanya gorengan mentah dari kelompok Anis Baswedan dan kelompoknya,,karena malu,,",@Nanangkosim-oz7hz,UCUvjNUH0XHONEc8Aub1cerw,0,positif,isu isu goreng mentah kelompok anis baswedan kelompoknyakarena malu
Mantaff bang biar para koruptor yg ingin menyerang perintah isu ikn jadi bingung kepanasan😂😂😂😂😂😂😂😂. Mantaffff mantafff,@TriWibowo-o5u,UCT9LiooV_iNh2x7uhxGnATg,0,positif,mantaff bang biar koruptor serang perintah isu ikn bingung panas mantaffff mantafff
IKN udah jadi mantap,@PakMas-dw9oc,UCtwR9RI6CbzVKa6mEphpWyw,0,negatif,ikn udah mantap
Auranya gelap ya IKN.,@javacip7972,UCx2BT-k0QSd-1MDvc-dhvFw,0,positif,aura gelap ya ikn
Seperti sudah di rencanakan dengan pihak tertentu kontennya mas😏,@MASARU1837,UC2NvDvyBqRxSnRwj52iEUIQ,0,netral,rencana konten mas
"Ngeri"" Sedap kerja kesana wkwkwk banyak yg pulang gak dapat bayar",@heruTarmanu,UC7KOI3eURmmaImBiCt3Em0w,0,positif,ngeri sedap kerja kesana wkwkwk pulang bayar
Terbaik,@Adonarakalimantan,UClS9MUNN1yLNohwLo6luSMw,0,negatif,baik
kampung kosong 😅😅😅,@ashari68,UCEUfHFGjZEbYSvUHBS-51Ag,0,positif,kampung kosong
Pamekasan nyimak...... Bos,@latifalyoutube88,UCzC1q-XiHQyyQTbybgLE7TQ,0,positif,pamekasan nyimak bos
gosong kepanasan ...😂,@jessiehu9963,UCdH6hg6_4ViVn5YdXbR-6Uw,0,positif,gosong panas
Mggak ada efek buat saya.,@MasTuki02,UCxGnaFBIcbccYiSIq9PZbuA,0,positif,mggak efek
Vangke itu mah burung gagak bukan burung garuda😂,@kahakung,UCeTZVPs5H_xNxkGdyQJ-pYw,0,positif,vangke mah burung gagak burung garuda
"Hebat Pak Jokowi ,jasamu tetap di kenang rakyat",@dahlandahlan7059,UC63schnhpG4M2L2xKsX_Q-A,0,negatif,hebat jokowi jasa kenang rakyat
"Mata nya Roky Gerong Amin Rais picek ,provokator ,mulut nya busuk koar Kaur,sekarang gk ada orang percaya",@dahlandahlan7059,UC63schnhpG4M2L2xKsX_Q-A,0,positif,mata nya roky gerong amin rais picek provokator mulut nya busuk koar kaursekarang gk orang percaya
Alhamdulilah ikn di lanjutkan terus spai cepat cepat selesai amin,@AccaSalsabila,UC3M-A-5FkKXmkN7m9GjVdMg,0,negatif,alhamdulilah ikn lanjut spai cepat cepat selesai amin
Karya pak jokowi di arsiteki oleh pak basuki hadi milyono wong suroboyo,@HadiPrayitno-q2i,UCnz3BbzyT9Mn8Y0U2uDSfig,0,netral,karya jokowi arsitek basuki had milyono suroboyo
❤❤❤❤❤🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩👍👍👍👍👍🤲🤲🤲🤲🇮🇩🇮🇩🇮🇩❤❤❤❤🇮🇩🇮🇩🇮🇩🇮🇩👍🤲IKN🇮🇩🇮🇩🇮🇩🇮🇩👍🤲,@capperais3484,UC7CA7ZFg4w929nOUsJxb-fA,0,negatif,ikn
"dari rakyat untuk pejabat, sampai kapanpun rakyat tak akan pernah bisa menginjakan kaki ke ikn kecuali berduit.",@edishilvi627,UCfMWeg1kt7MttoOmS20b-9g,0,positif,rakyat jabat rakyat kinja kaki ikn kecuali duit
Bener kata pak Karno .musuh negara kita bukan orang asing tapi orang indo sendiri ....contoh ..Roki Gerung ..dan temen temen nya,@jihanaviva8309,UCetdb2UGgGW7tsVTP8daDZw,0,positif,bener karno musuh negara orang asing orang indo contoh roki gerung temen temen nya
Buzzer mulyadi,@GenthoKilla-bf1jv,UC-ctOoIJule4iNkQfO9z8fA,0,negatif,buzzer mulyadi
Yang bilang ikn mangkrak itu orang yang  bermental krupuk   tidak punya wawasan ke masa d,@pakkuat4284,UCDutS3Nzj7Hewn4vLG3F4ww,0,positif,bilang ikn mangkrak orang mental krupuk wawas d
yaaaah proyek mulyono...ngak bangga...modalnya jual negara..nanti kalau gak bisa bayar utang rakyatnya jd pengemis dinegeri sendiri..lha wong ngambil bunga dari batu malang aja gk di byr...mulyono...mulyono..semoga proyeknya dihalangi sm leluhur orang dayak yg gk rela tanahnya dijual,@DealovaNathasya-d4f,UCl9mZXZMmuvq3g5HpWoI3Pw,0,positif,yaaaah proyek mulyonongak banggamodalnya jual negarananti bayar utang rakyat jd emis negeri sendirilha ngambil bunga batu malang aja gk byrmulyonomulyonosemoga proyek halang sm leluhur orang dayak gk rela tanah jual
"35 juta satu MLM ....
G mampu......
TRIms infonya.....",@harrykuswantoro5977,UCpT-aZ6KAP8mYzAhXlAYWSw,0,netral,juta mlm g trims info
Ngakak gw pas bapanya bilang tiang bendera tinggi 79 centi meter😂😂,@afriantojodi6826,UCVjdWop_VcUEvm79iZm9p2A,0,positif,ngakak gw pas bapa bilang tiang bendera centi meter
"5 hri yg lalu sya kesana, motor sya gk di kasi masuk harus parkir di rest area...gk FAIR",@jayeg6458,UCG771slM4LWczCMeFNdPmGw,0,positif,hri sya kesana motor sya gk kasi masuk parkir rest areagk fair
kopt,@inter_news10,UCrMhtE7dlr42luGWqhTVV-w,0,negatif,kopt
"hahaha😂😂😂😂 yg kerja dikit amat bang ????...

di endorse berapa juta bong ???😂😂",@inter_news10,UCrMhtE7dlr42luGWqhTVV-w,0,positif,hahaha kerja dikit bang endorse juta bong
"Koh .. itu mic yg nempel sama security Knp gak dilepas sementara menjelaskan sih😂😂😂 dia ngomong diluar sama org lain, suara nya ikut ke campur sama suara lu koh.. mumet gw dengernya 😂😂😂",@stephaniehanasitajunko94,UC0mWUetqoO_CHaDSpoGYYDg,0,positif,koh mic nempel security knp lepas sih ngomong luar org suara nya campur suara lu koh mumet gw dengernya
Kl enggak mangkrak knp Prabowo ngantor di Jakarta n pelantikan di Jakarta????…Dasar lu suruhan Jokowi…,@haloterserah7478,UC5qLFqybW1bdzUNMIVXAP3g,0,positif,kl mangkrak knp prabowo ngantor jakarta n lantik jakartadasar lu suruh jokowi
Ini buzer bayaran ya gaes..😅,@bintang9449,UCAwqvj26MDwirVYQgARD4qg,0,positif,buzer bayar ya gaes
Nyatanya mangkrak 😂😂😂.  Itu kontraktor hnya ngerjain sisa planning akhir tahun kemarin..,@Triami-f2o,UCco49JMhqoWdXdlXz2YGu6w,0,positif,mangkrak kontraktor hnya ngerjain sisa planning kemarin
"belum selesai makanya masih hitam😂😂😂 nanti di cat itu, sama gedung gedung nya masih warna cream 😂😂",@BoloTuhan-r2v,UCPnfDh-IysYemSqBCl0TLEA,0,positif,selesai hitam cat gedung gedung nya warna cream
Gk ngurusi omongan wong sing nyinyir IKN..sing penting IKN ttp berbenah.. sehat2 pekerja IKN...,@RiezkyRichie-cs7py,UCpsb9Q7bYsPyCT5r5xCnfCA,0,positif,gk ngurusi omong sing nyinyir iknsing ikn ttp benah sehat kerja ikn
Sirah mas...gudhuk Endhas...,@Ballenciaghost,UCV-o124Ra8bCtcoFXLlzzAQ,0,negatif,sirah masgudhuk endhas
"Kota yg dipaksakan , gersang",@yunazsabarien3740,UC4lknhWr3ZEmxv3hay61umA,0,positif,kota paksa gersang
"Baguslah,,,!!! 
Sudah siap anda tinggal di situ???",@joenabdillah6471,UCJ3bmNjW2R2IgFQYjGRP1-w,0,positif,bagus tinggal situ
Buruan beli tanah bangun rumah thn depan tanah  harga naik,@yulidaning,UCwKUBhYtFXd_PCUnFGs9F6g,0,netral,buru beli tanah bangun rumah thn tanah harga
Masih banyak yg kerja di IKN . Teman saya masih ada disana.  Yg bilang mangkrak belom pernah ke sana dia,@Verryaja,UCS0PVPc35NJ6i99VLggSNvQ,0,positif,kerja ikn teman sana bilang mangkrak bom
luar biasa IKN,@poseksekaransekaran9537,UCKcZswMIZJQj9YuLXTq2I2g,0,negatif,ikn
"Pada dasarnya pembangunan IKN telah merusak hutan kalimantan.
Perlahan-lahan kalimantan akan akan ada banyak bangunan,perumahan dll yg semakin berpotensi rawan kebakaran.",@RafaelBos-c3d,UC5sOoCTOhoN1Qwfur4tcPEw,0,positif,dasar bangun ikn rusak hutan kalimantan perlahanlahan kalimantan bangunanperumahan dll potensi rawan bakar
❤❤,@willypreset5588,UCtZzrLf51BrvOhvKyzcUXqw,0,negatif,
Gw juga asal balikpapan emang mangkrak kok sudah gak seramai masih jokowi jabat anggarannya di bagi bagi brohh jangan buta dukung junjungan loe😊,@Dicute23,UC7a1ZN79mAR6oe7qV2Lb-Fg,0,positif,gw balikpapan emang mangkrak serama jokowi jabat anggar brohh buta dukung junjung loe
Gampang saja.. Pokoknya mau pindah kesitu gak. . Klo gak mau ya mangkrak namanya,@JoyJo-m1q,UCvE-xaYxCjsyBRAhWMgpBWQ,0,positif,gampang pokok pindah kesitu klo ya mangkrak nama
dibayar berapa mase?,@jaisyurrobbani8855,UCUuKMIfbx5atugH_8BaAQWw,0,positif,bayar mase
IKN ttp jln appun yg trjdi .org akn paham stlah jakarta bnr2 tenggelam dahulu br tau fungsi ikn ap.😂😂 mngkin saat ini blom ad gunanya.suka GK suka jakarta akan tenggelam 😂😂😂,@kamilzami8894,UCIKh5j8naqeqeSWCpKuTR1g,0,positif,ikn ttp jln appun trjdi org akn paham stlah jakarta bnr tenggelam br tau fungsi ikn ap mngkin blom ad gunanyasuka gk suka jakarta tenggelam
"Lain kepemimpinan lain kebijakan, kita lihat saja perkembangan selanjutnya",@jaenalabidin-dm2be,UCqOfF_zceY4BMhI2w-sMz6Q,0,netral,pimpin bijak lihat kembang
"mas tak bantu jawab dari mas gibran .....
BOLEH.....",@isnainiyusuf664,UCMzSsyh2z9urEKyQvHKYr3g,0,positif,mas bantu mas gibran
mas andy.... maaf.... sumbu mas bukan sumbo,@isnainiyusuf664,UCMzSsyh2z9urEKyQvHKYr3g,0,netral,mas andy maaf sumbu mas sumbo
Semoga cepat jadi.  Dan Indonesia makin maju aamiin,@punekpantura4658,UCqknodmSox6-RcdbgfExEYg,0,negatif,moga cepat indonesia maju aamiin
